id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-1986,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,challenge,الحاجة إلى تقديم خدمات شركة متخصصة في هندسة الأرض وسند الحفريات بصورة رقمية واضحة وموثوقة بالعربية والإنجليزية، مع عرض الأعمال الميدانية وتسهيل وصول العملاء إلى قنوات التواصل، وفي الوقت نفسه تمكين فريق الشركة من تحديث المشاريع والمقالات والوسائط وبيانات الموقع دون الحاجة إلى تعديل الواجهة البرمجية في كل مرة.,"The need was to present the services of a company specializing in geotechnical engineering and excavation support clearly and reliably in Arabic and English, showcase field work, and make communication channels easy for customers to reach, while enabling the company team to update projects, articles, media, and site information without modifying frontend code every time.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1987,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,solution,تم بناء موقع مؤسسي متجاوب وثنائي اللغة باستخدام Next.js، يعرض خدمات الشركة ومنهجية العمل والمشاريع والمحتوى الهندسي ضمن تجربة بصرية مخصصة لهوية أساس الأعماق. وربط الموقع بنظام CMS مستقل مبني بـNestJS وMongoDB يتيح إدارة المقالات والمشاريع والتصنيفات والوسائط وإعدادات الموقع من لوحة تحكم محمية، مع تخزين الملفات في Cloudflare R2، وإضافة بنية SEO تشمل الصفحات الديناميكية وSitemap وStructured Data وتتبع التفاعلات عبر Google Tag Manager.,"A responsive bilingual corporate website was built with Next.js to present the company’s services, methodology, projects, and engineering content through a visual experience tailored to the Asas Al-Amaq identity. The site was connected to an independent CMS built with NestJS and MongoDB that lets administrators manage articles, projects, categories, media, and site settings from a protected dashboard. Files are stored in Cloudflare R2, and the SEO architecture includes dynamic pages, sitemap, Structured Data, and interaction tracking through Google Tag Manager.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1988,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,results[0].label,إدارة المحتوى مركزيًا,Centralized Content Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1989,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,results[0].value,تمكين إدارة المقالات والمشاريع والتصنيفات والوسائط وبيانات الموقع من لوحة تحكم بدل ربط جميع التحديثات مباشرة بالسورس.,"Enabled articles, projects, categories, media, and site information to be managed from an admin dashboard instead of coupling all updates directly to source code.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1990,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,results[1].label,حضور ثنائي اللغة,Bilingual Presence,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1991,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,results[1].value,توفير تجربة عربية وإنجليزية مع دعم RTL وLTR ومسارات وروابط SEO مستقلة لكل لغة.,Provides Arabic and English experiences with RTL/LTR support and separate SEO routes and links for each language.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1992,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,results[2].label,تنظيم عرض المشاريع,Structured Project Showcase,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1993,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,results[2].value,تحويل معرض الأعمال إلى محتوى مصنف وديناميكي مع إمكانية تفعيل صفحة تفاصيل مستقلة لكل مشروع.,"Transforms the portfolio into categorized, dynamic content with the option to enable a dedicated detail page for each project.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1994,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,results[3].label,جاهزية تقنية لمحركات البحث,Search-Engine Technical Readiness,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1995,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,results[3].value,إضافة Metadata وCanonical وhreflang وSitemap ديناميكي وRobots وStructured Data للموقع والمحتوى.,"Adds Metadata, Canonical, hreflang, dynamic Sitemap, Robots, and Structured Data for the site and its content.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1996,database_public_cms,projects .json::موقع أساس الأعماق للمقاولات,results[4].label,تسهيل التواصل وقياس التفاعل,Easier Communication and Interaction Measurement,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
